5421 ,25658 
5422 ,26889 
5423 ,19899 
543 ,17016 
5431 ,18695 
5432 ,17358 
5433 ,15102 
5434 ,18242 
5435 ,11614 
5436 ,19183 
544 ,22812 
5441 ,20500 
5442 ,22263 
5443 ,11425 
5449 ,26590 
6 ,14129 
61 ,13682 
612 ,12088 
6121 ,12427 
6122 ,14163 
6123 ,6719 
6125 ,12347 
6126 ,12163 
613 ,14905 
6131 ,16546 
6132 ,21390 
6139 ,13384 
614 ,14610 
6141 ,16061 
6142 ,21756 
6143 ,14790 
6144 ,19947 
6145 ,13272 
6146 ,16688 
6147 ,8362 
6148 ,19834 
62 ,16366 
621 ,19442 
6211 ,12028 
6212 ,19148 
6214 ,23058 
6215 ,30836 
6219 ,12863 
622 ,11639 
6221 ,11240 
6222 ,12397 
623 ,15642 
6231 ,13042 
6232 ,16769 
624 ,15426 
6240 ,15426 
7 ,13786 
71 ,12158 
711 ,11378 
7111 ,11372 
7112 ,9375 
7113 ,19002 
7114 ,11707 
7115 ,22447 
712 ,18915 
7121 ,0 
7122 ,18180 
7123 ,20601 
7124 ,0 
7125 ,18679 
7129 ,19618 
713 ,19230 
7130 ,19230 
72 ,18525 
721 ,16669 
7211 ,16167 
7213 ,14943 
7214 ,24392 
7215 ,9633 
7219 ,16659 
722 ,27355 
7220 ,27355 
8 ,23828 
81 ,23132 
811 ,20925 
8111 ,18516 
8112 ,22228 
8113 ,21346 
8114 ,27910 
8115 ,28323 
8116 ,24309 
8117 ,24442 
8118 ,22289 
8119 ,25982 
812 ,24004 
8121 ,20855 
8122 ,31299 
8123 ,31276 
8124 ,32088 
8125 ,21712 
8126 ,29164 
8127 ,22033 
8129 ,25980 
813 ,23945 
8131 ,21492 
8132 ,32647 
8133 ,24323 
8134 ,18492 
8135 ,19478 
8137 ,14937 
8139 ,20858 
814 ,24562 
8141 ,31873 
8142 ,27580 
8143 ,32167 
8149 ,21943 
82 ,24497 
821 ,22913 
8211 ,27018 
8212 ,19624 
8213 ,23552 
8214 ,17820 
8215 ,28553 
822 ,26288 
8221 ,35873 
8222 ,22482 
8223 ,24757 
8229 ,26811 
823 ,39087 
8231 ,48418 
8232 ,35820 
8233 ,26175 
8234 ,40157 
8239 ,22787 
9 ,13630 
91 ,18839 
911 ,17640 
9111 ,18179 
9112 ,21804 
9119 ,15962 
912 ,21456 
9120 ,21456 
913 ,18476 
9132 ,16763 
9134 ,17472 
9139 ,19785 
92 ,12920 
921 ,21052 
9211 ,22459 
9219 ,12815 
923 ,9161 
9231 ,14931 
9232 ,17279 
9233 ,8380 
9234 ,11765 
9235 ,20149 
9236 ,14696 
9239 ,13999 
924 ,13460 
9241 ,21274 
9242 ,0 
9244 ,3315 
9249 ,15679 
925 ,10841 
9251 ,10958 
9259 ,10191 
926 ,19460 
9260 ,19460 
927 ,8945 
9271 ,17918 
9272 ,9602 
9273 ,7839 
9274 ,7524 
9275 ,5078 
9279 ,10421 
